name,created,source,address,rating,number_of_reviews,location_point,about,tags,main_photo_url,order_page,curated,is_free,price
Eigen + Art,2021-10-28 09:48:26.747069,GoogleMaps,"Auguststraße 26, 10117 Berlin, Germany",4.6,52,"('SRID=4326;POINT (13.397119799999999 52.5269196)',)","Contemporary & conceptual art gallery. Gallery in former school, hosting temporary exhibitions of international contemporary artists' work.",Art,https://lh5.googleusercontent.com/p/AF1QipPzcbgV8KHEmaVNhsLbW0jPw4FpGyu0AUvyyzkN=w480-h642-k-no,,False,True,
Academy of Arts,2021-10-28 09:48:28.347348,GoogleMaps,"Pariser Platz 4, 10117 Berlin, Germany",4.4,404,"('SRID=4326;POINT (13.3791771 52.5154912)',)","Art institute holding regular exhibits. Founded in 1696, this art institute promotes the advancement of international arts through exhibits.",Art,https://lh5.googleusercontent.com/p/AF1QipO2wkrqjs2urDhZJWLPj6zqfGwqiht3d0Td72SU=w822-h552-k-no,,False,True,
Berlinische Galerie,2021-10-28 09:48:28.347348,GoogleMaps,"Alte Jakobstraße 124-128, 10969 Berlin, Germany",4.5,2987,"('SRID=4326;POINT (13.3981579 52.5039563)',)","Berlin art displayed in former warehouse. Modern museum for fine art, photography & architecture created in Berlin from 1870 to the present.",Art,https://lh5.googleusercontent.com/p/AF1QipOnNsx_lCZXea--BxgqeTim8k0NkE5qqoLAYQ_T=w828-h552-k-no,,False,True,
Daimler Contemporary Berlin,2021-10-28 09:48:31.724832,GoogleMaps,"Alte Potsdamer Str. 5, 10785 Berlin, Germany",4.4,141,"('SRID=4326;POINT (13.374775999999999 52.5084739)',)",,Art,https://lh5.googleusercontent.com/p/AF1QipOri6LVjvV8mC5Szq21L7lg96gPPOZEM_rqYHZj=w978-h552-k-no,,False,True,
Urban Spree,2021-10-28 09:48:31.724832,GoogleMaps,"Revaler Str. 99, 10245 Berlin, Germany",4.4,2222,"('SRID=4326;POINT (13.4516618 52.5077339)',)","Art, music & dining next to train tracks. Trackside industrial complex hosting art galleries, dance clubs, food stands & a beer garden.",Art,https://lh5.googleusercontent.com/p/AF1QipM_bs7m6vgqBuT2WxtUAWHIP88gRO2Er2cdvR7k=w828-h552-k-no,,False,True,
KW Institute for Contemporary Art,2021-10-28 09:48:31.724832,GoogleMaps,"Auguststraße 69, 10117 Berlin, Germany",4.2,751,"('SRID=4326;POINT (13.3949752 52.5267846)',)","Temporary exhibits of modern artworks. Large exhibition space with artists' studios, a cafe & an innovative policy of ever-changing works.",Art,https://lh5.googleusercontent.com/p/AF1QipNmeQ6RLsTK4e1MZAf-CjWmydYe31sSwjgpuieS=w828-h552-k-no,,False,True,
Boros Foundation,2021-10-28 09:48:31.724832,GoogleMaps,"Reinhardtstraße 20, 10117 Berlin, Germany",4.4,928,"('SRID=4326;POINT (13.384125 52.5234611)',)","Private collection of contemporary art. Contemporary art collection in a former bunker, with international artists' work from 1990s onward.",Art,https://lh5.googleusercontent.com/p/AF1QipOpiK5SSivAufUuz2NqQHUgJirGCusTtRojZ9VM=w732-h552-k-no,,False,True,
Contemporary Fine Arts,2021-10-28 09:48:31.724832,GoogleMaps,"Grolmanstraße 32/33, 10623 Berlin, Germany",4.4,78,"('SRID=4326;POINT (13.3238603 52.5037775)',)",Contemporary art displays in urban space. Changing exhibits of works by well-known international contemporary artists in a minimalist space.,Art,https://lh5.googleusercontent.com/p/AF1QipP1PSI3f3Z3frVGbHE3E4ct7beCcNAjt79D5ELu=w480-h852-k-no,,False,True,
Contemporary Fine Arts,2021-10-28 09:48:33.758141,GoogleMaps,"Grolmanstraße 32/33, 10623 Berlin, Germany",4.4,78,"('SRID=4326;POINT (13.3238603 52.5037775)',)",Contemporary art displays in urban space. Changing exhibits of works by well-known international contemporary artists in a minimalist space.,Art,https://lh5.googleusercontent.com/p/AF1QipP1PSI3f3Z3frVGbHE3E4ct7beCcNAjt79D5ELu=w480-h852-k-no,,False,True,
Sprüth Magers,2021-10-28 09:48:33.766078,GoogleMaps,"Oranienburger Str. 18, 10178 Berlin, Germany",4.6,75,"('SRID=4326;POINT (13.39714 52.52413)',)","Contemporay art in a spacious gallery. Stark, airy gallery with rotating exhibitions focusing largely on contemporary German & US artists.",Art,https://lh5.googleusercontent.com/p/AF1QipOe8Y9Mnjhbwi_7y6voF-2h3u-HRW6jMdfdVCM1=w732-h552-k-no,,False,True,
"LUMAS Galerie Berlin-Mitte / zusätzliche Beratung per Telefon, E-Mail oder Chat",2021-10-28 09:48:34.740996,GoogleMaps,"Rosenthaler Straße 40/41 Die Hackeschen Höfe, Hof, II, 10178 Berlin, Germany",4.6,147,"('SRID=4326;POINT (13.4023995 52.524018299999994)',)",,Art,https://lh5.googleusercontent.com/p/AF1QipODhqFD84GJx2Y0iF68Z37fp8HEnKAMlBTIXQgJ=w780-h552-k-no,,False,True,
art'otel berlin mitte,2021-10-28 09:48:36.450794,GoogleMaps,"Wallstraße 70-73, 10179 Berlin, Germany",4.4,704,"('SRID=4326;POINT (13.4098765 52.5124074)',)","Polished hotel with a chic eatery. Sleek rooms & suite in a stylish, art-filled hotel featuring a hip restaurant/bar.",Art,https://lh5.googleusercontent.com/p/AF1QipN6Plmg_qYvgUY2I6ZrAGVnkRjouwXR-lZi7lGF=w828-h552-k-no,,False,True,
Urban Nation,2021-10-28 09:48:36.450794,GoogleMaps,"Bülowstraße 7, 10783 Berlin, Germany",4.7,2380,"('SRID=4326;POINT (13.356606999999999 52.498642)',)","Graffiti, urban sculpture & photographs. Contemporary museum for exhibitions of street art, sculpture & photography, plus citywide murals.","Art, Popular",https://lh5.googleusercontent.com/p/AF1QipNG1BBzVdr9WJ7QeWiiakv-rNkE-HTrpa1WP959=w732-h552-k-no,,False,True,
Museum of Islamic Art,2021-10-28 09:48:37.389866,GoogleMaps,"Bodestraße 1-3, 10178 Berlin, Germany",4.4,114,"('SRID=4326;POINT (13.3971327 52.521187499999996)',)",,Art,https://lh5.googleusercontent.com/p/AF1QipNvlM6gYoJtR-gC7i8wT1QoiD2v0s9sJz5pL7pD=w480-h636-k-no,,False,True,
Art.City.People. - CreativeSpace&CraftCoffee,2021-10-28 09:48:38.199785,GoogleMaps,"Oranienburger Str. 32, 10117 Berlin, Germany",4.8,137,"('SRID=4326;POINT (13.394299 52.525699599999996)',)",,Art,https://lh5.googleusercontent.com/p/AF1QipMydG0bph2OZBD1AsUdyoitAV3UlKUj8DftCTUU=w480-h636-k-no,,False,True,
Book a Street Artist,2021-10-28 09:48:40.628828,GoogleMaps,"Taborstraße 4, 10997 Berlin, Germany",4.8,55,"('SRID=4326;POINT (13.4463741 52.4977294)',)",,Art,https://lh5.googleusercontent.com/p/AF1QipOMbI83MnTWrK2w_kCffBqJpu9u3GLT1fJ4Tzto=w978-h552-k-no,,False,True,
Museum of Decorative Arts,2021-10-28 09:48:41.402722,GoogleMaps,"Matthäikirchplatz, 10785 Berlin, Germany",4.3,429,"('SRID=4326;POINT (13.3674001 52.5097046)',)",,Art,https://lh5.googleusercontent.com/p/AF1QipO4NnCQMrGFavM42_jMMVKBb6mI1Evnb5GzYERi=w828-h552-k-no,,False,True,
Peters Art Künstlerbedarf,2021-10-28 09:48:42.234157,GoogleMaps,"Gottschedstraße 26, 13357 Berlin, Germany",4.6,153,"('SRID=4326;POINT (13.3725486 52.5528842)',)",,Art,https://lh5.googleusercontent.com/p/AF1QipP3usVwB37d8Zdk2Z0fd6V1OUexEuTZ-1omhYsE=w978-h552-k-no,,False,True,
Hamburger Bahnhof - Museum für Gegenwart - Berlin,2021-10-28 09:48:44.703703,GoogleMaps,"Invalidenstraße 50-51, 10557 Berlin, Germany",4.2,3990,"('SRID=4326;POINT (13.3721163 52.5284401)',)","Modern & contemporary art museum. An art museum in a former 19th-century railway station, showing works from 1960 to the present.",Art,https://lh5.googleusercontent.com/p/AF1QipM5XKLt6FZ55Oh4mG1E6T0cMDvdwsv-A0OKfHT_=w1134-h552-k-no,,False,True,
ART Stalker - Kunst + Bar + Events,2021-10-28 09:48:44.703703,GoogleMaps,"Kaiser-Friedrich-Straße 67, 10627 Berlin, Germany",4.4,227,"('SRID=4326;POINT (13.30232 52.50927)',)","Casual bar for live music & cocktails. Large, laid-back bar featuring an array of cocktails, beer & wine, plus live music & performances.",Art,https://lh5.googleusercontent.com/p/AF1QipOP87xjqcL_MGj1yR66mkpNF0SL7AwVmpIlnCyt=w480-h852-k-no,,False,True,
Art en chocolat,2021-10-28 09:48:48.360408,GoogleMaps,"Oranienpl. 15, 10999 Berlin, Germany",4.1,54,"('SRID=4326;POINT (13.4169708 52.5023863)',)",,Art,https://lh5.googleusercontent.com/p/AF1QipPi6sW3dKrk_YPVDhZCJEBnKrw5ZW78brChrFNy=w480-h636-k-no,,False,True,
KINDL - Zentrum für zeitgenössische Kunst,2021-10-28 09:48:48.360936,GoogleMaps,"Am Sudhaus 3, 12053 Berlin, Germany",4.5,496,"('SRID=4326;POINT (13.4307669 52.479445)',)","Contemporary art in a former brewery. Art deco-era, brick-built former brewery from the 1920s, now home to modern-art displays & a cafe.",Art,https://lh5.googleusercontent.com/p/AF1QipNWrEkMuYSVDzHK8erHxgzbNrM0RLEESRImuBYD=w630-h552-k-no,,False,True,
Flower and Art -the art is in the detail,2021-10-28 09:48:49.152674,GoogleMaps,"Müllerstraße 176, 13353 Berlin, Germany",4.7,71,"('SRID=4326;POINT (13.3686521 52.540544)',)",,Art,https://lh5.googleusercontent.com/p/AF1QipMAih7qaiM-RSKmZZNUgYtg_ukpNRlzKGsthENr=w480-h852-k-no,,False,True,
Orient Art Barbershop,2021-10-28 09:48:51.483823,GoogleMaps,"Brückenstraße 1C, 10179 Berlin, Germany",4.4,219,"('SRID=4326;POINT (13.4170535 52.511851199999995)',)",,Art,https://lh5.googleusercontent.com/p/AF1QipPGcJgQFCeEob0FHCgqU36ayXyMzo1LQVKLKErh=w978-h552-k-no,,False,True,
Arsenal - Institute for Film and Video Art E.V,2021-10-28 09:48:51.483823,GoogleMaps,"Potsdamer Str. 2, 10785 Berlin, Germany",4.6,169,"('SRID=4326;POINT (13.3735697 52.509547399999995)',)","Video art institute with film screenings. Independent film institute, promoting cultural & art movies & showing over 1000 films every year.",Art,https://lh5.googleusercontent.com/p/AF1QipPuczSKi21HxquA5CLL10GT5SHOZ3E5T8dsDvQu=w480-h726-k-no,,False,True,
MAOC (Modern Art of Cutting) Hair,2021-10-28 09:48:52.454366,GoogleMaps,"Hessische Str. 5, 10115 Berlin, Germany",4.7,53,"('SRID=4326;POINT (13.380329999999999 52.5293)',)",,Art,https://lh5.googleusercontent.com/p/AF1QipMH9NsT-NbqNdSHwAoVASz7s75Qwajh6tIfxJhe=w978-h552-k-no,,False,True,
Julia Stoschek Collection,2021-10-28 09:48:52.454366,GoogleMaps,"Leipziger Str. 60, 10117 Berlin, Germany",4.5,96,"('SRID=4326;POINT (13.3961423 52.511257099999995)',)","Modern visual art in a striking building. Modern art focused on time-based audio & video work, exhibited in a dramatically designed building.",Art,https://lh5.googleusercontent.com/p/AF1QipP7WvXpK94oYsBMRTowOemhiH2hS6qIJ3ldvy6T=w480-h636-k-no,,False,True,
Arte Luise Arthotel,2021-10-28 09:48:54.775431,GoogleMaps,"Luisenstraße 19, 10117 Berlin, Germany",4.1,512,"('SRID=4326;POINT (13.379639599999999 52.5217266)',)","Hip hotel with artist-designed rooms. Arty lodging with stylish rooms, Mediterranean dining & a photo studio, plus free Wi-Fi.",Art,https://lh5.googleusercontent.com/p/AF1QipMxOM1hoIrGnlVesJPIXTnEcZxRWbSvI6IZby3J=w822-h552-k-no,,False,True,
Mall of Berlin,2021-10-28 09:48:56.370469,GoogleMaps,"Leipziger Pl. 12, 10117 Berlin, Germany",4.4,40796,"('SRID=4326;POINT (13.380708499999999 52.5105167)',)","Spacious shopping mall with a food court. Expansive mall offering about 300 shops, including international brands, plus a food court.",Shopping,https://lh5.googleusercontent.com/p/AF1QipMkzYQ_Qp3CSjxlnyJ5cUhhPprYXeWgbJX092So=w480-h852-k-no,,False,True,
Potsdamer Platz Arkaden,2021-10-28 09:48:56.370469,GoogleMaps,"Alte Potsdamer Str. 7, 10785 Berlin, Germany",4.1,15212,"('SRID=4326;POINT (13.3741512 52.5074806)',)","Bright shopping centre with a food court. Mall featuring 130 stores under a glass roof, plus a cinema & a food court in the basement.",Shopping,https://lh5.googleusercontent.com/p/AF1QipP48sspxxZ4-cftIp7yggo7tDJQr8GyFYJL7Tjz=w978-h552-k-no,,False,True,
EAST SIDE MALL,2021-10-28 09:48:56.370469,GoogleMaps,"Tamara-Danz-Straße 11, 10243 Berlin, Germany",3.9,4938,"('SRID=4326;POINT (13.4466282 52.5060212)',)","Multi-floor mall with a food court. Modern, multi-level shopping center with stores & services, plus an international food court.",Shopping,https://lh5.googleusercontent.com/p/AF1QipNcHmuvvvadpIF_PL-QGW9X3OnD80FkGTeqhOcm=w732-h552-k-no,,False,True,
Einkaufsbahnhof Berlin Hbf,2021-10-28 09:48:57.353728,GoogleMaps,"Europaplatz 1, 10557 Berlin, Germany",4.2,7191,"('SRID=4326;POINT (13.369552899999999 52.525203)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipOtwX4PIrL6tC_LtqjXPvlVshwFSX8eRU9tukMb=w732-h552-k-no,,False,True,
Einkaufsbahnhof Berlin Alexanderplatz,2021-10-28 09:48:58.320194,GoogleMaps,"Dircksenstr. 2, 10178 Berlin, Germany",4,651,"('SRID=4326;POINT (13.411640199999999 52.5210125)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipManmzEBRMYCcO0CVBWpwDEHyiiyDs49KGnI7Sq=w1104-h552-k-no,,False,True,
RathausPassagen,2021-10-28 09:48:58.320194,GoogleMaps,"Rathausstraße 5, 10178 Berlin, Germany",3.9,5571,"('SRID=4326;POINT (13.410446199999999 52.5193483)',)","Buzzing retail site with shops & eats. Energetic shopping destination offering boutiques, eateries, beauty services & a bowling alley.",Shopping,https://lh5.googleusercontent.com/p/AF1QipOAlEI7kQQJqduyybuRT9plw6Z9909Qh5Q82ZKc=w732-h552-k-no,,False,True,
Einkaufsbahnhof Berlin Ostbahnhof,2021-10-28 09:48:59.288264,GoogleMaps,"Koppenstraße 3, 10243 Berlin, Germany",3.9,916,"('SRID=4326;POINT (13.4336988 52.5102707)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipMSRxJ9lK-NMphFjM9SNpXYBCRWZGD6IfNRZQBx=w1134-h552-k-no,,False,True,
ALEXA Berlin,2021-10-28 09:48:59.288264,GoogleMaps,"Grunerstraße 20, 10179 Berlin, Germany",4.2,13367,"('SRID=4326;POINT (13.4151154 52.520069)',)","Large shopping mall with food & bowling. Vast mall with brand-name retailers, a food court & supermarket, plus a bowling alley & escape room.",Shopping,https://lh5.googleusercontent.com/p/AF1QipMYXgLzj3KsyBkqnlCYaIDNPDyNE-hPeQKz2vvN=w744-h552-k-no,,False,True,
The Q,2021-10-28 09:48:59.288264,GoogleMaps,"Friedrichstraße 67, 10117 Berlin, Germany",4,1471,"('SRID=4326;POINT (13.390214199999999 52.5124224)',)","Shops, restaurants & a health club. Indoor mall offering a supermarket, specialty stores, services, eateries & a gym with a pool.",Shopping,https://lh5.googleusercontent.com/p/AF1QipN0ZBH1u2Du4-ru1a7Rl2GSBvvgoJ8FS5nherU=w732-h552-k-no,,False,True,
CityQuartier DomAquarée,2021-10-28 09:48:59.288264,GoogleMaps,"Karl-Liebknecht-Str. 5, 10178 Berlin, Germany",4.3,1508,"('SRID=4326;POINT (13.4037404 52.5201492)',)","Leisure complex w/a cylindrical aquarium. Tourist & leisure complex with eateries, cafes & shops, plus a giant cylinder-shaped aquarium.",Shopping,https://lh5.googleusercontent.com/p/AF1QipOJCe4-qrLhrDGEJCS21i7RDeBcSRtJL1ytdxx9=w552-h552-k-no,,False,True,
Australian Blundstone Store,2021-10-28 09:49:00.092010,GoogleMaps,"Neue Grünstraße 9, 10179 Berlin, Germany",4.4,57,"('SRID=4326;POINT (13.404931699999999 52.509062799999995)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipP5KWYj75-fRwPaqzmeoFwXhOHkj1KIsOv2q5qO=w732-h552-k-no,,False,True,
Bikini Berlin,2021-10-28 09:49:00.092010,GoogleMaps,"Budapester Str. 38-50, 10787 Berlin, Germany",4.2,13331,"('SRID=4326;POINT (13.3354229 52.5056242)',)",Unique shopping mall adjacent to a zoo. Retail & dining complex featuring windows & a rooftop with views of animals at the Berlin Zoo.,Shopping,https://lh5.googleusercontent.com/p/AF1QipM05cSkDhD5IG8ORZJWp_o29XvfCiPH2P74y3qc=w822-h552-k-no,,False,True,
COS,2021-10-28 09:49:01.062107,GoogleMaps,"Leipziger Pl. 12, 10117 Berlin, Germany",4.1,111,"('SRID=4326;POINT (13.3826512 52.510906)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipPkZ1I7abBCoAohOzCHrphCkKTFO293GlDhncLz=w732-h552-k-no,,False,True,
Urban Outfitters,2021-10-28 09:49:01.062107,GoogleMaps,"Weinmeisterstraße 10, 10178 Berlin, Germany",3.9,469,"('SRID=4326;POINT (13.40579 52.5253259)',)","Hip retailer for apparel & home decor. Chain with a hipster vibe known for on-trend fashions, accessories & quirky home-decor items.",Shopping,https://lh5.googleusercontent.com/p/AF1QipMFcsQBy3sM5hMtfjSk4WMReGTN0wbwBKEXwDQ0=w732-h552-k-no,,False,True,
GTP²¹,2021-10-28 09:49:04.201224,GoogleMaps,"Gabriele-Tergit-Promenade 21, 10963 Berlin, Germany",5,60,"('SRID=4326;POINT (13.3745763 52.5039806)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipMpBTRttmDdhNoSi6H-6fkma3bgE2zyGPUfShFc=w732-h552-k-no,,False,True,
Oakley,2021-10-28 09:49:04.201224,GoogleMaps,"Leipziger Platz 12, Mall Of Berlin East Side Mall, 10117 Berlin, Germany",4.4,53,"('SRID=4326;POINT (13.3800834 52.510446099999996)',)","Source for sporty sunglasses & apparel. Chain retailer known for its sporty line of sunglasses also stocks goggles, apparel & accessories.",Shopping,https://lh5.googleusercontent.com/p/AF1QipO2UUj6fShuWwRLKnaV9vEGt0eTZMh9sDJZKJ8=w942-h552-k-no,,False,True,
COS,2021-10-28 09:49:05.001993,GoogleMaps,"Friedrichstraße 83, 10117 Berlin, Germany",4.3,137,"('SRID=4326;POINT (13.3892639 52.5159719)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipO2dp76ehjI324uCg8sHWp4iJ5RYJmnRGN05Dx2=w480-h846-k-no,,False,True,
Monki,2021-10-28 09:49:05.885530,GoogleMaps,"Münzstraße 20, 10178 Berlin, Germany",4.1,207,"('SRID=4326;POINT (13.4073055 52.5248983)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipP6NJu7j7tXmns_DGoAP2V8ekrY3PM2QDqBc1I=w534-h552-k-no,,False,True,
C&A,2021-10-28 09:49:06.703206,GoogleMaps,"Berolinahaus, Alexanderpl. 1, 10178 Berlin, Germany",4.1,1948,"('SRID=4326;POINT (13.4121429 52.521662199999994)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipMUGxSgDrxpGI-FK3G56BFi4C6LHvEvckV2NSND=w732-h552-k-no,,False,True,
Hollister Co.,2021-10-28 09:49:06.703206,GoogleMaps,"Leipziger Pl. 12-13, 10117 Berlin, Germany",4.2,587,"('SRID=4326;POINT (13.3798517 52.5104198)',)",Southern California-inspired fashions. Trendy chain retailer with Southern California-inspired apparel & accessories aimed at young adults.,Shopping,https://lh5.googleusercontent.com/p/AF1QipO3mzh51Hxplk-K4yig5ieATJ9jKM7ZOv77Zp4d=w732-h552-k-no,,False,True,
Shoe City Alexa,2021-10-28 09:49:07.531222,GoogleMaps,"Grunerstraße 20 Alexa am Alexanderplatz, 10179 Berlin, Germany",4.2,4120,"('SRID=4326;POINT (13.4148152 52.519898299999994)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipOOR17rzU_9H0Xo4h6wpMq-FW67OnFTkLbE9Mol=w978-h552-k-no,,False,True,
Claire's,2021-10-28 09:49:07.531222,GoogleMaps,"Alexa Shopping Center Ladeneinheit Nr. U.00.21, Grunerstraße 20, 10179 Berlin, Germany",3.9,90,"('SRID=4326;POINT (13.4161851 52.519738)',)","Mainstay for jewelry & accessories. Chain retailer offering an array of jewelry & fashion accessories, plus ear piercing.",Shopping,https://lh5.googleusercontent.com/p/AF1QipPhabE9ppvQlpIBs00IIlnzxE95mrlOQ3azKADQ=w732-h552-k-no,,False,True,
AMPELMANN Shop Unter den Linden,2021-10-28 09:49:08.339212,GoogleMaps,"Unter den Linden 35, 10117 Berlin, Germany",4.4,2762,"('SRID=4326;POINT (13.388584799999999 52.5166037)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipNhQTkD_KwPVOL6GApBq5_3VnJT246M2tUWF9Sz=w828-h552-k-no,,False,True,
Primark,2021-10-28 09:49:08.339212,GoogleMaps,"Alexanderpl. 5-7, 10178 Berlin, Germany",3.9,3894,"('SRID=4326;POINT (13.4134244 52.5225903)',)","Discount fashion & accessories retailer. Discount fashion chain offering clothes and accessories for all ages, plus homewares.",Shopping,https://lh5.googleusercontent.com/p/AF1QipPedMXwN43p_kyshFLhNqPNxRhVypI_VYB1SeuF=w732-h552-k-no,,False,True,
Weekday,2021-10-28 09:49:09.183634,GoogleMaps,"Neue Schönhauser Str. 17–18, 10178 Berlin, Germany",3.9,201,"('SRID=4326;POINT (13.4056195 52.524616699999996)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipNdKx-OhHqh11TGG16fPKFXA1AYvQ7AltEjZW75=w732-h552-k-no,,False,True,
Fossil Store Berlin Leipziger Platz,2021-10-28 09:49:09.183634,GoogleMaps,"Leipziger Pl. 12/Unit 2.26, 10117 Berlin, Germany",4.3,92,"('SRID=4326;POINT (13.3800799 52.5105213)',)","Classic, modern watches & accessories. Chain retailer known for vintage-inspired watches, leather goods & more, along with modern designs.",Shopping,https://lh5.googleusercontent.com/p/AF1QipNz2Zf-qrFvkwyA30ZHkUwRQ0wRJcy_Y9I-CBF3=w732-h552-k-no,,False,True,
Nike Store,2021-10-28 09:49:09.183634,GoogleMaps,"Leipziger Pl. 12, 10117 Berlin, Germany",4.2,616,"('SRID=4326;POINT (13.3829453 52.5111035)',)","Mainstay for athletic apparel & footwear. Chain retailer selling a range of Nike athletic footwear, apparel & accessories for adults & kids.",Shopping,https://lh5.googleusercontent.com/p/AF1QipMMiHcy3N8BFxX4HPgo_EXdmvTJqDLws6DKJZKz=w978-h552-k-no,,False,True,
Schönhauser Allee Arcaden,2021-10-28 09:49:11.214449,GoogleMaps,"Schönhauser Allee 80, 10439 Berlin, Germany",4,7498,"('SRID=4326;POINT (13.415211699999999 52.5497131)',)","Airy shopping arcade with a library. Bright & modern shopping center housing retail chains, grocery stores & a public library branch.",Shopping,https://lh5.googleusercontent.com/p/AF1QipMhnbdgfPZlsZeniXNqzKRBRFfnraNJk7ZK0wEz=w480-h852-k-no,,False,True,
Weekday,2021-10-28 09:49:12.010637,GoogleMaps,"Friedrichstraße 140, 10117 Berlin, Germany",4,147,"('SRID=4326;POINT (13.3879168 52.520795899999996)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipNQaWAJTfCe_-UGJXiakwCsE_eXsfUIQygYsJ0i=w732-h552-k-no,,False,True,
Fast Forward - Fashion Streetwear Shoes,2021-10-28 09:49:12.777957,GoogleMaps,"Fast Forward - Mall of Berlin, Leipziger Pl. 12, 10117 Berlin, Germany",4.1,51,"('SRID=4326;POINT (13.3799017 52.5107413)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipOwtDXq1G4oqBirDa96u2sD5QmF0-aMlRvyfYYq=w732-h552-k-no,,False,True,
Schultheiss Quartier,2021-10-28 09:49:12.777957,GoogleMaps,"Turmstraße 25, 10559 Berlin, Germany",4,2971,"('SRID=4326;POINT (13.3438874 52.5274517)',)","Mall with a food court & grocery store. Modern mall with fashion outlets, including international brands, a food court & supermarket.",Shopping,https://lh5.googleusercontent.com/p/AF1QipNFTsaL4OWo2dTaiXzexveW4rv9u42JJHxXD6SO=w732-h552-k-no,,False,True,
The North Face Store Berlin Alexa,2021-10-28 09:49:12.777957,GoogleMaps,"Grunerstraße 20, 10178 Berlin, Germany",4.1,305,"('SRID=4326;POINT (13.4143676 52.5199694)',)","Mainstay for outerwear & outdoor gear. Chain retailer known for outerwear, apparel & gear for outdoor recreation & fitness.",Shopping,https://lh5.googleusercontent.com/p/AF1QipODm2HQbJ9RRzxUwgkOZwoN0T_wB4U1wPZa4b1B=w732-h552-k-no,,False,True,
Patagonia Berlin,2021-10-28 09:49:13.156494,GoogleMaps,"Münzstraße 10, 10178 Berlin, Germany",4.5,79,"('SRID=4326;POINT (13.408260199999999 52.5244912)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipNcm2bJSNWu2uCrHf8uB3K2V8uAZIgSXAh4BuWD=w822-h552-k-no,,False,True,
Desigual,2021-10-28 09:49:13.981294,GoogleMaps,"Leipziger Pl. 12-13, 10117 Berlin, Germany",4.4,202,"('SRID=4326;POINT (13.3798459 52.509966)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipO7VjaktZPGAMUJWTrdzFaT_FqY5fsn8POVVd0=w720-h552-k-no,,False,True,
Hackesche Höfe,2021-10-28 09:49:13.981294,GoogleMaps,"Rosenthaler Str. 40, 10178 Berlin, Germany",4.6,3288,"('SRID=4326;POINT (13.4024126 52.524022099999996)',)","Art nouveau courtyards with shops. Complex of interlinked Jugendstil courtyards home to boutiques, cafes & art exhibitions.","Shopping, Popular",https://lh5.googleusercontent.com/p/AF1QipOfffK8oRdVPOaBKxNQ91gBjBPJi7VJe3X7ry-G=w828-h552-k-no,,False,True,
Gesundbrunnen-Center Berlin,2021-10-28 09:49:13.981294,GoogleMaps,"Badstraße 4, 13357 Berlin, Germany",4,12721,"('SRID=4326;POINT (13.3876136 52.5497759)',)","Sizable indoor mall at a train station. Grand indoor shopping center at a train station with 100+ store, restaurants & free parking.",Shopping,https://lh5.googleusercontent.com/p/AF1QipO5lMIvhg5CLYyWOoOcIuuAG5sXkR-5-X91aHIH=w480-h636-k-no,,False,True,
Voo Store,2021-10-28 09:49:13.981294,GoogleMaps,"Oranienstraße 24, 10999 Berlin, Germany",4.2,512,"('SRID=4326;POINT (13.4208702 52.500952399999996)',)","Stylish clothing, footwear & accessories. Contemporary clothing, shoes, homeware & accessories plus a café in an old locksmith's shop.",Shopping,https://lh5.googleusercontent.com/p/AF1QipNpfaPM1xJ_Gj4_Q62u6HulfRae5mMHHUZ_scp1=w480-h636-k-no,,False,True,
& Other Stories,2021-10-28 09:49:14.799051,GoogleMaps,"Friedrichstraße 83, 10117 Berlin, Germany",4.3,102,"('SRID=4326;POINT (13.3892116 52.516082999999995)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipO25ii0nN8T-nBhvJDQgbyVhlHHQFnp733L-QMo=w732-h552-k-no,,False,True,
Brandy Melville,2021-10-28 09:49:15.779976,GoogleMaps,"Rosenthaler Straße 36 - Rosenhöfe, 10178 Berlin, Germany",3.8,191,"('SRID=4326;POINT (13.401828799999999 52.524837399999996)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipMihvbLvTtSQ1Xw79MYYQkNMTjbG9AwuzE1YUal=w732-h552-k-no,,False,True,
